Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833 Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2000;Maio;BA;12532051;0;4383157;9653501;0;15828269;19781854;8087578;107349;15977758;33664187;17488715;4622757;4920514;2687799;105639;0;16866953;74267252;;;17134004;;;13201749;;;;;10936795;;488274;;;;;958112;;;;;
2000;Maio;CE;7772856;0;3655873;3205382;75;2191509;3520745;7125189;21743;6497339;22128691;4793922;565292;1222601;825759;34926;0;5237305;37800758;;;10140084;;;4947035;;;;;10320888;;720304;;;;;194115;;;;;
2000;Maio;DF;1623836;0;3041575;2802223;1885;692609;921687;13497805;4646578;41241443;209969636;78331398;6029490;29953637;27615594;51951;0;296347230;102895583;;;47781661;;;24232062;;;;;57129122;;440757;;;;;81196939;;;;;
2000;Maio;ES;44995767;0;2687897;170595;2135142;34597362;6027017;4789525;1205;11117230;11527778;3408567;5029527;1869542;352353;22579;0;270;40129306;;;9476943;;;6502794;;;;;4005490;;384120;;;;;394694;;;;;
2000;Maio;GO;5867763;0;2835167;4284786;335661;3250463;2783459;6044682;14556;8731143;11643680;1015784;153325;1743981;665350;255239;0;5194311;44757736;;;20789512;;;7012791;;;;;4977122;;405497;;;;;166455;;;;;
2000;Maio;MA;2703211;0;858769;3012208;0;512939;1637263;1946199;3109;2227050;5408968;246458;528963;416804;175777;37249;0;675816;8641753;;;3801013;;;1831541;;;;;6180386;;82499;;;;;82184;;;;;
2000;Maio;MT;440969;71;1486479;1884321;0;248699;542566;2587083;5382;2953660;5448236;296463;1647457;319479;92763;208439;0;1116573;13908794;;;4637221;;;2806495;;;;;2623066;;142995;;;;;118240;;;;;
2000;Maio;MS;145637;21;820330;103420;0;58093;541583;3947077;20;2037288;4899995;421415;6256;281580;113512;94834;0;344563;11162062;;;3304837;;;2734318;;;;;3221471;;81859;;;;;78744;;;;;
2000;Maio;MG;41614316;48;12955328;10809741;35149202;18966281;45153164;28124107;3517732;35551093;64166741;26885126;9624402;8453091;3806090;256293;0;16972081;201468756;;;47234945;;;30967341;;;;;20455064;;1589682;;;;;815290;;;;;
2000;Maio;PA;1782604;0;2109338;927599;0;827637;948472;3891059;1364;7094817;11571810;878477;112720;876377;329110;87762;0;3204956;16000870;;;4929097;;;7207291;;;;;7379053;;219970;;;;;166140;;;;;
2000;Maio;PB;978413;477;1558455;3742468;0;348015;1426901;2749702;74833;2814878;8867882;145417;133161;193407;180435;15262;0;284396;11051909;;;2817390;;;2113695;;;;;7397549;;177248;;;;;93524;;;;;
2000;Maio;PR;62859100;0;7673978;5125621;24132873;43590234;30329163;21807891;3420576;74895536;53731635;33477791;4969664;5461836;11360197;238072;0;93368417;131366903;;;28168190;;;37385932;;;;;10340479;;1249165;;;;;1420176;;;;;
2000;Maio;PE;8017913;14;5132100;4551563;0;3587743;9446127;9689053;101136;14366965;26056292;7456958;419807;3754884;792661;28265;0;3217146;49344630;;;13886159;;;6756093;;;;;8148122;;1656609;;;;;363478;;;;;
2000;Maio;PI;303473;0;753725;466700;0;147084;324269;1849423;2537;2550444;2515305;148986;58759;140181;60459;43898;0;207679;6975897;;;2404891;;;1583686;;;;;1874407;;71299;;;;;28937;;;;;
2000;Maio;RJ;58386206;46;21054565;24963885;2726534;27302677;57909006;76288865;17815541;218830118;280196920;121862479;61695332;23422843;15941344;53574;0;29784666;675524381;;;165310720;;;112255901;;;;;42450820;;3789041;;;;;1951288;;;;;
2000;Maio;RN;1069075;0;1464552;391323;35;484028;484912;2229129;2354;1732857;6191744;221748;30586;353472;11953;12914;0;83081;12592039;;;3142669;;;2192886;;;;;2352420;;148801;;;;;44317;;;;;
2000;Maio;RS;32480839;8719;16983511;9605892;269367;20414291;55151872;31223450;5047664;49018142;67901519;15886495;3038146;9994076;5783676;422770;0;36207415;187391980;;;39963305;;;30507496;;;;;14230208;;1913846;;;;;2243594;;;;;
2000;Maio;RO;24664;0;568723;0;4361;10177;64482;989745;2909;953496;2831112;24261;5719;140434;5926;95800;0;85657;4994776;;;1584636;;;894569;;;;;5235953;;61982;;;;;42206;;;;;
2000;Maio;RR;19110;0;220798;0;0;11670;4569;437825;1267;308073;1405520;19686;0;25367;0;7667;0;3716;1245292;;;498580;;;225970;;;;;2903621;;20597;;;;;15877;;;;;
2000;Maio;SC;13308720;10057;4396114;3412824;0;6582295;20440816;9154237;82211;17455256;24444196;3328518;796113;2967118;1735584;50986;0;8636787;88248076;;;19968910;;;11439681;;;;;7297216;;612080;;;;;347893;;;;;
2000;Maio;SP;389944160;168;52581873;59427213;110869503;217394979;346334317;158499981;58939561;324187430;594850713;491561670;154740516;73839974;185411405;643979;0;926601114;1212163785;;;301213245;;;193732178;;;;;19929946;;20343708;;;;;10879958;;;;;
2000;Maio;SE;920929;0;777355;3900044;0;769433;1406509;2143917;183839;1646773;4651359;418371;196389;177385;170620;7153;0;1162652;8047420;;;2427335;;;1566933;;;;;2585196;;72614;;;;;34940;;;;;
2000;Maio;TO;6568;0;309262;51345;0;2939;69622;422367;0;529336;904291;13239;0;81374;1233;34070;0;12514;2690196;;;973831;;;470236;;;;;867572;;29042;;;;;31536;;;;;
2000;Junho;AC;636;0;249093;0;0;214;13072;439994;659;609829;1751749;15211;1001;29186;806;56233;0;175;1405990;;;292993;;;337517;;;;;1646649;;23414;;;;;35946;;;;;
2000;Junho;AL;429780;35180;1183009;767192;0;194170;2771704;1662674;120;1363980;4449804;227592;206155;685109;7049;82512;0;77708;10969524;;;3374146;;;1032371;;;;;2029795;;115643;;;;;113916;;;;;
2000;Junho;AP;42799;0;355923;1774;553;45183;3924;414204;0;392958;2024498;9350;4704;51364;444;46261;0;0;1845959;;;741168;;;331736;;;;;3529630;;32985;;;;;11687;;;;;
2000;Junho;AM;11514488;19;1415010;1685632;27487;2658330;1194637;2298595;353842;6199827;13032551;692470;1871245;1918963;844945;66438;0;1127223;60914113;;;13230281;;;11933863;;;;;5148752;;200000;;;;;192942;;;;;
2000;Junho;BA;11585291;0;5134483;9923300;0;15925583;22203386;6420378;542615;37392632;29214866;11050666;2474996;2751061;2340467;1139725;0;12674485;80526031;;;18067399;;;24123163;;;;;8888989;;561427;;;;;468401;;;;;
2000;Junho;CE;3861043;0;4072413;3991444;75;984965;3488569;5602227;10782;8528968;16603358;1775056;637232;1035052;812544;155786;0;3975649;33096792;;;9075602;;;5332485;;;;;6523940;;493092;;;;;211563;;;;;
2000;Junho;DF;2163431;0;3383880;2639747;115;2572904;970521;9372879;6690300;42251793;204888877;76344845;3072507;29225350;24577365;115345;0;234493327;99361022;;;48777371;;;24641595;;;;;57256565;;332230;;;;;64908230;;;;;
2000;Junho;ES;53653276;0;3106634;340407;2495564;38583458;8233657;3950898;553;8399332;11702574;1187281;5299052;1613048;283481;126444;0;139;39564123;;;9614892;;;5373357;;;;;1609192;;581233;;;;;557858;;;;;
2000;Junho;GO;8590298;0;3055774;4131883;0;4747850;3344235;5161210;16255;9396825;11017458;3154636;374085;1402348;611867;2020108;0;4030506;48401296;;;10898046;;;5810627;;;;;3434977;;722379;;;;;465479;;;;;
2000;Junho;MA;4444557;0;995980;3230277;0;440269;1222197;1610222;234;1773728;5413378;209991;4505;291157;147028;325351;0;572504;10715003;;;3421776;;;1447001;;;;;3898391;;104189;;;;;102084;;;;;
2000;Junho;MT;563682;15;1614177;2156458;0;573929;551890;2264268;2529;4185546;4990841;315026;1102830;310186;60586;3294547;0;841504;15626007;;;5581509;;;2993270;;;;;3450494;;223564;;;;;303315;;;;;
2000;Junho;MS;208284;0;871033;146513;0;93197;634437;3469492;55;2555580;4756785;338398;26187;240113;90950;1559013;0;242823;11232829;;;3532800;;;1937256;;;;;3778190;;239444;;;;;181908;;;;;
2000;Junho;MG;38743074;15;14286344;12394596;6605583;15913003;44877210;23166144;4788105;37947150;68961903;7578683;14976961;6968156;3421908;1954863;0;13116948;199278720;;;44116169;;;26668821;;;;;15089378;;1922182;;;;;1496713;;;;;
2000;Junho;PA;1605676;44;2443686;1098428;0;833244;1135106;3448288;1540636;4058310;11821771;851912;223135;1178254;302212;558290;0;2794593;17731840;;;4894893;;;3836024;;;;;5220782;;273696;;;;;308129;;;;;
2000;Junho;PB;1627674;0;1779904;8855424;0;603811;1948116;2258766;156503;2838356;9254924;129589;99171;268181;164532;58252;0;210075;11074955;;;2978077;;;3709353;;;;;6756818;;181798;;;;;52402;;;;;
2000;Junho;PR;67144952;15;8540321;4715869;27492476;41585514;33428272;17303134;13172574;40208831;41226624;34600027;5191234;4126332;9200865;1614948;0;70697642;143574259;;;27188990;;;24674549;;;;;6262313;;1114017;;;;;1249499;;;;;
2000;Junho;PE;7436127;632;5714439;5720717;0;3462578;10845081;6986052;140065;16023692;27642868;1503297;389381;7610680;760677;355477;0;2711775;48703575;;;13813536;;;7935514;;;;;9848379;;1053482;;;;;293611;;;;;
2000;Junho;PI;240532;0;750077;1786313;0;118989;308714;1589387;14945;3763164;4002188;106991;702;135462;48162;207225;0;166970;6618692;;;2223876;;;2023936;;;;;2777395;;79476;;;;;79670;;;;;
2000;Junho;RJ;50806105;156;23377667;18960625;939457;26838254;55891077;60192387;15906283;248884272;244996640;129931581;56713784;455048508;12479214;305815;0;23644375;723394582;;;172476151;;;103277604;;;;;41407229;;3803486;;;;;1826247;;;;;
2000;Junho;RN;784896;0;1705551;348784;0;256497;509993;1924581;1517;7165647;9349240;201854;53884;387389;9089;43889;0;75406;11947652;;;3139260;;;2184949;;;;;6562580;;193944;;;;;65011;;;;;
2000;Junho;RS;27524502;4951;20278777;9880125;3372;17440349;60027920;27007376;4231000;48476096;64353221;13916970;4620017;10695073;5505264;1590246;0;27788637;219283535;;;44917615;;;28959940;;;;;12745462;;1896268;;;;;1268635;;;;;
2000;Junho;RO;30983;0;654131;0;3685;15836;64729;919858;0;941839;5692063;146844;12430;110390;6418;1653849;0;82743;5477551;;;2277677;;;961928;;;;;7021067;;77594;;;;;65346;;;;;
2000;Junho;RR;563;0;246122;0;0;0;5433;387018;968;366799;1342998;14553;0;32052;388;34926;0;5440;1358805;;;427218;;;272257;;;;;729823;;23586;;;;;21333;;;;;
2000;Junho;SC;16010501;74;4917286;3431342;123815;11268557;20203722;7147132;101123;17921700;23236222;4697872;2615570;2600496;1844334;222994;0;6723770;88816489;;;20366428;;;16171008;;;;;7327186;;616167;;;;;398679;;;;;
2000;Junho;SP;385924731;8445;54965881;52478999;130209115;222018558;365974965;136331371;74119009;336211258;506716541;404963420;145709803;112781372;246757219;2375764;0;717569690;1341835042;;;602214423;;;209049253;;;;;19289527;;11192209;;;;;8792444;;;;;
2000;Junho;SE;792597;0;875836;4146077;0;455190;1180269;1897906;0;1689113;4130131;384592;57616;142393;287376;55799;0;944794;9066964;;;2568530;;;1320612;;;;;2090269;;87653;;;;;42027;;;;;
2000;Junho;TO;703;0;380266;58883;0;6811;88466;369483;0;436434;893902;24995;0;83099;1257;495294;0;9574;2981997;;;786118;;;452378;;;;;776419;;61407;;;;;95785;;;;;
2000;Julho;AC;258;13;283637;0;0;10;12579;482642;616;812641;344657;121627;0;115870;752;6366;0;155;1505683;;;362537;;;674561;;;;;295070;;25332;;;;;15323;;;;;
2000;Julho;AL;965805;17717;1162481;708090;0;139829;2647791;1559544;1087;2476324;2560253;98631;147621;461573;14283;20996;0;63453;8793838;;;2412550;;;1786607;;;;;1535574;;100402;;;;;113740;;;;;
2000;Julho;AP;40275;0;353259;2473;321;21872;13497;500859;33788;556365;244970;17700;1840;34664;3037;25015;0;0;1620634;;;609463;;;604340;;;;;589799;;32237;;;;;9476;;;;;
2000;Julho;AM;11228398;0;1316672;1303372;1466;2571830;2728223;2152764;74585;9978710;10059947;594926;8138617;1643998;847013;10900;0;835227;55127692;;;14051218;;;12183051;;;;;3292793;;181453;;;;;193140;;;;;
2000;Julho;BA;10759329;0;4422960;8573064;0;17648957;25476763;8268703;544813;28959564;20046808;12072633;5154830;2627714;3084788;378474;0;10171126;82137450;;;18219102;;;25497417;;;;;8949630;;498875;;;;;1185680;;;;;
2000;Julho;CE;6306759;0;3943442;3674411;1755;2263206;3586078;5343631;1992724;11233830;11456977;3665583;959690;1003111;878976;49792;0;3363716;30069645;;;9641347;;;9393414;;;;;5366365;;562706;;;;;195180;;;;;
2000;Julho;DF;2338862;0;3133359;3223227;115;2641805;1433197;10202243;8117815;84514839;360976464;75574639;3449014;30492126;26671695;41456;0;212047202;137610212;;;49603420;;;51170732;;;;;65963807;;367839;;;;;65869206;;;;;
2000;Julho;ES;50254817;0;2920665;245207;1484448;36879449;5730691;3955296;88;14960016;8907489;2363898;3287274;1482934;326237;47081;0;206;41670196;;;9718140;;;9742762;;;;;2817347;;441383;;;;;758699;;;;;
2000;Julho;GO;7525279;0;2899877;4784920;0;4438147;3181083;4900771;2442;17302830;8987068;4440582;234529;1593586;969384;808037;0;3283135;45934797;;;12802444;;;11292230;;;;;3452767;;360363;;;;;273802;;;;;
2000;Julho;MA;2761216;0;912648;3278672;0;382449;515609;1541219;288;2814460;2180672;224750;28664;416516;142209;122000;0;541345;8043895;;;3459485;;;2293821;;;;;2449677;;90268;;;;;157464;;;;;
2000;Julho;MT;1556576;0;1556276;1916839;0;232524;607996;2127995;6066;5746163;3763016;1194114;275691;270393;80987;1018997;0;688391;14567237;;;4929280;;;4613612;;;;;1223801;;185604;;;;;159534;;;;;
2000;Julho;MS;230314;0;830858;159515;0;36081;566688;3200779;8464;4625701;3110781;1357326;36423;191148;89786;483492;0;178450;12805197;;;3180638;;;3244263;;;;;2798667;;110842;;;;;88829;;;;;
2000;Julho;MG;32598812;35;12901449;10946248;20133676;15831542;45573495;24167733;1796042;74472647;52466632;22118284;16894704;8095043;3700006;679441;0;11502369;186740092;;;42101996;;;46102850;;;;;15748295;;5351674;;;;;906852;;;;;
2000;Julho;PA;1788485;18;2397296;816191;0;1005714;1015458;3205248;3717;6590820;9910668;952593;264914;739159;565921;282948;0;2440560;16976810;;;4793333;;;7464719;;;;;5209984;;242635;;;;;224918;;;;;
2000;Julho;PB;1673612;0;1650188;3483522;0;868001;1479171;2183634;267;3321297;3802049;850718;220404;188248;198466;19713;0;145655;10171520;;;2600458;;;3030781;;;;;5399232;;190332;;;;;39843;;;;;
2000;Julho;PR;76444547;0;7415458;6068083;27157190;44543638;35732633;15996750;7623779;60672071;33546565;43158223;4358424;4722829;10124999;474655;0;63186374;131823838;;;29718825;;;38058532;;;;;11135785;;1139393;;;;;1527267;;;;;
2000;Julho;PE;10110375;0;5432741;6182330;0;3897442;8813962;40329393;274807;25302324;13644531;7437156;1036079;2132222;688000;89848;0;2224014;48463947;;;12967084;;;14199788;;;;;4714980;;1003026;;;;;293437;;;;;
2000;Julho;PI;259850;0;771878;1612471;0;51810;328866;1448891;17779;3877490;1563639;861452;48278;123492;61211;78106;0;137018;6027795;;;2129815;;;2347393;;;;;2108175;;96713;;;;;33255;;;;;
2000;Julho;RJ;49227365;0;21212434;21742734;3100402;28221234;57371222;61604252;15328140;484730383;179984180;134180291;40929659;24732081;21598809;112436;0;20536606;682175833;;;175139611;;;206244631;;;;;33529365;;3802534;;;;;2020014;;;;;
2000;Julho;RN;852298;0;1599065;935803;5439;431283;508281;1842430;2115;5389818;3195898;630913;165269;273464;13957;16727;0;59297;12179072;;;3223562;;;3749809;;;;;3662199;;169702;;;;;73776;;;;;
2000;Julho;RS;30533664;5863;19299339;9718699;1050;18421398;60798597;24729072;2261189;89152541;50931964;28956321;5419479;11643118;5252723;587206;0;23438233;193301911;;;41031958;;;71532157;;;;;15655217;;3824271;;;;;2924098;;;;;
2000;Julho;RO;2428;18;634810;0;7034;408;52932;994787;6617;2698320;816271;206098;18;654647;7841;442393;0;71138;5693097;;;1453706;;;2237678;;;;;2785123;;69745;;;;;48091;;;;;
2000;Julho;RR;4105;0;222151;0;0;543;1935;397350;868;790518;231281;9271;0;15550;0;26006;0;4015;1182289;;;507798;;;635251;;;;;3155358;;20562;;;;;24887;;;;;
2000;Julho;SC;15133075;13771;4713348;2632327;0;9379612;18057298;7807435;97607;33912936;19095055;5287442;815509;2653819;3451737;74189;0;6206706;86602753;;;19785540;;;22497295;;;;;7359690;;616789;;;;;435712;;;;;
2000;Julho;SP;380637538;13610;52645437;52577225;125581465;210729265;355720601;125676713;90211462;710062487;514683101;539176619;145071988;101121656;167325269;1441792;0;669845215;1317253740;;;327444467;;;346804718;;;;;19036884;;11597859;;;;;7643197;;;;;
2000;Julho;SE;839909;0;915688;2873735;0;304639;1090619;7575387;732045;3038332;2852947;572439;42732;171637;242752;12870;0;821510;8287121;;;2519946;;;2352633;;;;;1814367;;77832;;;;;30625;;;;;
2000;Julho;TO;30443;0;367736;137586;0;57466;90649;409403;396;1063723;394759;12123;2411;111521;1280;158185;0;7947;3063085;;;842120;;;846091;;;;;586853;;40739;;;;;41228;;;;;
2000;Agosto;AC;514;0;278217;0;0;0;12191;437173;529;476366;728529;13421;0;36048;815;10123;0;359;1637342;;;435318;;;380770;;;;;1325833;;1935;;;;;53755;;;;;
2000;Agosto;AL;209961;17837;1090073;704647;0;41709;2386760;1698211;0;1181834;2638602;240326;87354;325336;12491;20389;0;77845;7420971;;;2044084;;;1150978;;;;;2278519;;1748;;;;;130113;;;;;
2000;Agosto;AP;48620;0;358210;1976;373;47183;2920;418449;0;410992;313435;17579;2883;42268;2334;4047;0;0;1388632;;;568248;;;255636;;;;;5264591;;2963;;;;;15582;;;;;
2000;Agosto;AM;15839749;0;1384203;1863009;0;2751119;913686;2205350;10871;6672151;10383647;651339;3579080;1439118;1236119;10413;0;930480;60596537;;;15607494;;;16416331;;;;;4478763;;170293;;;;;477208;;;;;
2000;Agosto;BA;15695880;0;4512132;9686498;0;18670185;22755669;6158763;554934;20298160;24793200;12857320;8920444;3497462;2533646;437236;0;12773660;81656762;;;19593493;;;14114660;;;;;11112188;;192381;;;;;502383;;;;;
2000;Agosto;CE;5974802;0;3833609;3808631;75;2236561;3876623;5483575;2422341;6579259;11380685;3519965;616461;1242176;1204550;48405;0;4002948;31521622;;;8955547;;;5296262;;;;;9235643;;349739;;;;;255577;;;;;
2000;Agosto;DF;2756539;48;3132857;3218427;115;1774013;1292015;9906091;5704755;58173645;403199444;66388099;3074407;38553398;31714663;67879;0;255717607;140609312;;;46631681;;;35345184;;;;;58994703;;371041;;;;;97809460;;;;;
2000;Agosto;ES;68270325;14;2858097;79795;4130170;45249762;8782222;3908826;12294;13840303;9840318;1366863;3582423;1847555;514237;74823;0;1438;46669183;;;10790244;;;7363920;;;;;2335422;;242153;;;;;688318;;;;;
2000;Agosto;GO;10659518;0;2888470;4448093;0;7145307;3029853;4812044;13147;10323875;8496335;1032611;4468052;1658823;822217;611944;0;4301515;47866402;;;16711291;;;8042716;;;;;4785402;;196014;;;;;306377;;;;;
2000;Agosto;MA;4348953;251;942250;3069697;0;190381;1438950;1583120;82;3217790;3498956;448594;174136;444722;185583;98362;0;606208;8750369;;;3393756;;;1644099;;;;;4581110;;70953;;;;;154105;;;;;
2000;Agosto;MT;780772;0;1520977;2115429;0;166702;596595;2169938;1910;3962131;3450831;354193;245426;276075;109886;806065;0;913250;14162644;;;5645965;;;2928690;;;;;4791050;;72622;;;;;157168;;;;;
2000;Agosto;MS;326631;554;773403;333397;0;58666;605037;3233368;4833;2866274;2958765;441791;14592;267079;118931;493868;0;219331;10827031;;;3285174;;;1921907;;;;;4024263;;43365;;;;;138075;;;;;
2000;Agosto;MG;43258844;35;13405544;10099581;57566642;20813519;51419164;22168283;1624492;67025611;56184698;6041828;7142992;8015140;4163394;757333;0;14049143;223147407;;;50521075;;;34562957;;;;;15073465;;8361954;;;;;1068899;;;;;
2000;Agosto;PA;3800357;1624;2320134;1209333;0;1523715;1135169;3093062;890555;4995226;6674364;789297;309314;945182;380531;172259;0;2798470;17777093;;;5267468;;;3717776;;;;;9384277;;124538;;;;;220369;;;;;
2000;Agosto;PB;1323504;0;1612943;3655483;0;1002283;1615395;2183767;220;3737288;4671158;141727;229725;225556;234119;24093;0;205278;10998789;;;2708952;;;2685870;;;;;6005678;;75563;;;;;80172;;;;;
2000;Agosto;PR;87102830;0;1604829;5225058;30943208;50721044;34201291;16016136;4294266;44444211;44223485;37079246;4717987;4933259;12079578;432251;0;80773750;139192121;;;30958060;;;30943587;;;;;10615866;;593077;;;;;936351;;;;;
2000;Agosto;PE;9254562;0;5058509;4590443;0;3099469;10408791;6886355;176783;21112891;14034452;36100609;886193;3481383;689377;148685;0;2638756;57339635;;;16276138;;;10621561;;;;;10243276;;583438;;;;;302824;;;;;
2000;Agosto;PI;359136;0;778937;1863154;0;183209;373108;1495745;8203;3124485;1414036;112590;17114;253622;73366;62951;0;178834;6927638;;;2320867;;;2001086;;;;;2731224;;24332;;;;;52528;;;;;
2000;Agosto;RJ;63163202;18;20452811;23365989;4576205;30885164;47892756;61727523;15978554;347614367;220062603;147311342;86847988;45771531;22258726;163678;0;36579952;784745048;;;182473869;;;155938504;;;;;49883034;;2353920;;;;;2665053;;;;;
2000;Agosto;RN;754614;0;1455228;1187444;122;263571;463222;1805089;22917;3646661;3479635;431934;123396;377269;12323;38761;0;74020;11375266;;;2942360;;;3001771;;;;;4210967;;33209;;;;;63011;;;;;
2000;Agosto;RS;36369075;5649;19153323;8473164;456176;20617543;61470221;23689428;2035279;49817602;57416753;19790960;7361794;11973758;6375914;697922;0;27308547;193464844;;;41852421;;;31046559;;;;;16340522;;8564644;;;;;1934157;;;;;
2000;Agosto;RO;47081;0;625989;0;811;21985;78425;873441;0;1252077;858954;166672;3382;139515;8860;354108;0;103665;5562904;;;1451097;;;1211034;;;;;9488166;;37094;;;;;57671;;;;;
2000;Agosto;RR;3199;0;241436;0;0;0;4649;443702;953;519893;772046;59040;0;58233;1040;11799;0;4092;1332697;;;335179;;;326692;;;;;2358973;;3957;;;;;39729;;;;;
2000;Agosto;SC;16511953;13412;10198333;2795764;0;12481504;21316741;7305625;121261;19937168;19234744;7309539;1010321;3039728;2195879;122730;0;7356157;91771881;;;20604991;;;13864613;;;;;6731699;;335667;;;;;601771;;;;;
2000;Agosto;SP;426522221;199;51221405;49698437;124227377;244696998;362906183;130596479;88191065;412238640;571995393;491162403;210565159;85953771;207657013;1657450;0;758267377;1360744491;;;324297624;;;261728643;;;;;24640064;;11318987;;;;;8930609;;;;;
2000;Agosto;SE;844711;0;946653;3856515;0;472797;1122896;1917133;260426;1299633;2855557;465750;233317;243656;292160;19343;0;952932;8549800;;;2570462;;;1156261;;;;;1912585;;15436;;;;;100834;;;;;
2000;Agosto;TO;101519;0;373848;71235;0;4957;74078;395684;0;684839;471487;17409;0;133212;1361;111724;0;9563;3423718;;;980314;;;615625;;;;;850539;;38309;;;;;58680;;;;;
2000;Setembro;AC;296;0;310137;0;0;91;10260;421224;514;561444;570288;12340;1501;24015;2812;93745;0;77;1762985;;;499822;;;396887;;;;;962256;;451;;;;;19085;;;;;
2000;Setembro;AL;699893;17966;1233783;835577;0;80798;1893992;1335267;0;1045683;2700600;195926;45243;479293;7204;395266;0;67958;6354976;;;1921534;;;973734;;;;;2770808;;1039;;;;;144246;;;;;
2000;Setembro;AP;29380;0;359282;3552;0;24579;1848;427439;0;362135;228616;11241;0;27816;0;98234;0;0;1603206;;;601662;;;259363;;;;;3262541;;340;;;;;9131;;;;;
2000;Setembro;AM;11926902;336;1483623;1783907;0;2687878;894504;2142129;12778;7381377;9791203;583254;2072103;1305208;900660;124573;0;720956;65114328;;;16268440;;;16289778;;;;;3757973;;77431;;;;;179257;;;;;
